DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
11/23/2016,19:11,QUEENS,11354,40.7641967,-73.8316617,"(40.7641967, -73.8316617)",,,35-11     FARRINGTON STREET             ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3566475,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/23/2016,7:11,QUEENS,11354,40.7652665,-73.815165,"(40.7652665, -73.815165)",NORTHERN BOULEVARD              ,150 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3566214,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
11/22/2016,16:11,QUEENS,11354,40.7616511,-73.8271379,"(40.7616511, -73.8271379)",UNION STREET                    ,38 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3566216,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/22/2016,17:11,QUEENS,11354,40.765057,-73.8129201,"(40.765057, -73.8129201)",NORTHERN BOULEVARD              ,MURRAY STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3565986,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/22/2016,19:11,QUEENS,11354,40.7627471,-73.8332862,"(40.7627471, -73.8332862)",NORTHERN BOULEVARD              ,PRINCE STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3566066,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/22/2016,7:11,QUEENS,11354,40.7624202,-73.8275149,"(40.7624202, -73.8275149)",UNION STREET                    ,37 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3565311,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/22/2016,8:11,QUEENS,11354,40.7643772,-73.8100557,"(40.7643772, -73.8100557)",155 STREET                      ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3565841,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/22/2016,9:11,QUEENS,11354,40.7645013,-73.831614,"(40.7645013, -73.831614)",,,135-01    35 AVENUE                     ,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,3565845,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/21/2016,10:11,QUEENS,11354,40.7622856,-73.8274358,"(40.7622856, -73.8274358)",,,37-05     UNION STREET                  ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3565837,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/21/2016,12:11,QUEENS,11354,40.7653631,-73.8278647,"(40.7653631, -73.8278647)",35 AVENUE                       ,UNION STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3564657,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/21/2016,12:11,QUEENS,11354,40.7602972,-73.8322564,"(40.7602972, -73.8322564)",,,135-07    38 AVENUE                     ,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,Unspecified,,,,3565000,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/21/2016,14:11,QUEENS,11354,40.7574508,-73.8340539,"(40.7574508, -73.8340539)",,,40-24     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,,,,,,3565004,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/21/2016,15:11,QUEENS,11354,40.7646943,-73.8230507,"(40.7646943, -73.8230507)",,,144-06    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3565047,PASSENGER VEHICLE,,,,
11/21/2016,8:11,QUEENS,11354,40.7651388,-73.8194359,"(40.7651388, -73.8194359)",NORTHERN BOULEVARD              ,147 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,3565043,PASSENGER VEHICLE,,,,
11/21/2016,8:11,QUEENS,11354,40.7693672,-73.8239336,"(40.7693672, -73.8239336)",,,144-51    32 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3564653,PASSENGER VEHICLE,,,,
11/20/2016,13:11,QUEENS,11354,40.7619441,-73.8248629,"(40.7619441, -73.8248629)",,,38-20     BOWNE STREET                  ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3564230,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/20/2016,17:11,QUEENS,11354,40.759785,-73.8292363,"(40.759785, -73.8292363)",,,136-20    ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3564212,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/20/2016,3:11,QUEENS,11354,40.7609937,-73.8244214,"(40.7609937, -73.8244214)",ROOSEVELT AVENUE                ,BOWNE STREET,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3563627,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/19/2016,17:11,QUEENS,11354,40.7706828,-73.8356636,"(40.7706828, -73.8356636)",,,28-55     ULMER STREET                  ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3563390,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/18/2016,14:11,QUEENS,11354,40.764651,-73.823484,"(40.764651, -73.823484)",PARSONS BOULEVARD               ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3563406,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/18/2016,17:11,QUEENS,11354,40.7659495,-73.8098311,"(40.7659495, -73.8098311)",35 AVENUE                       ,155 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3563388,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/18/2016,23:11,QUEENS,11354,40.76258,-73.8225076,"(40.76258, -73.8225076)",,,38-17     PARSONS BOULEVARD             ,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3563409,SPORT UTILITY / STATION WAGON,,,,
11/17/2016,11:11,QUEENS,11354,40.764651,-73.823484,"(40.764651, -73.823484)",NORTHERN BOULEVARD              ,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3562152,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/17/2016,19:11,QUEENS,11354,40.7651388,-73.8194359,"(40.7651388, -73.8194359)",NORTHERN BOULEVARD              ,147 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3562565,SPORT UTILITY / STATION WAGON,,,,
11/17/2016,21:11,QUEENS,11354,40.7624202,-73.8275149,"(40.7624202, -73.8275149)",UNION STREET                    ,37 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3562410,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/16/2016,0:11,QUEENS,11354,40.7604644,-73.8265417,"(40.7604644, -73.8265417)",UNION STREET                    ,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3561902,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/15/2016,13:11,QUEENS,11354,40.7665762,-73.8334174,"(40.7665762, -73.8334174)",33 AVENUE                       ,PRINCE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3560749,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/15/2016,19:11,QUEENS,11354,40.761048,-73.8351748,"(40.761048, -73.8351748)",36 ROAD                         ,COLLEGE POINT BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3561056,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/15/2016,9:11,QUEENS,11354,40.7682533,-73.8297525,"(40.7682533, -73.8297525)",32 AVENUE                       ,138 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3561075,SPORT UTILITY / STATION WAGON,,,,
11/14/2016,0:11,QUEENS,11354,40.7616241,-73.8220734,"(40.7616241, -73.8220734)",ROOSEVELT AVENUE                ,PARSONS BOULEVARD,,1,0,1,0,0,0,0,0,Unspecified,,,,,3560017,SPORT UTILITY / STATION WAGON,,,,
11/14/2016,11:11,QUEENS,11354,40.7650303,-73.8202521,"(40.7650303, -73.8202521)",,,146-26    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,,,,3560031,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/14/2016,12:11,QUEENS,11354,40.7742099,-73.8396553,"(40.7742099, -73.8396553)",,,129-09    26 AVENUE                     ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3560865,PASSENGER VEHICLE,,,,
11/14/2016,13:11,QUEENS,11354,40.767304,-73.8356394,"(40.767304, -73.8356394)",,,31-50     DOWNING STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3560498,SPORT UTILITY / STATION WAGON,,,,
11/14/2016,14:11,QUEENS,11354,40.7658262,-73.8237264,"(40.7658262, -73.8237264)",PARSONS BOULEVARD               ,35 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3560507,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/14/2016,8:11,QUEENS,11354,40.7631284,-73.8312493,"(40.7631284, -73.8312493)",FARRINGTON STREET               ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3559892,SPORT UTILITY / STATION WAGON,,,,
11/14/2016,9:11,QUEENS,11354,40.7627585,-73.822601,"(40.7627585, -73.822601)",38 AVENUE                       ,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3560124,PASSENGER VEHICLE,,,,
11/13/2016,20:11,QUEENS,11354,40.7595695,-73.8301393,"(40.7595695, -73.8301393)",ROOSEVELT AVENUE                ,MAIN STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3559455,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/12/2016,0:11,QUEENS,11354,40.7715904,-73.8100604,"(40.7715904, -73.8100604)",BAYSIDE AVENUE                  ,154 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3559469,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/12/2016,10:11,QUEENS,11354,40.7687544,-73.8130578,"(40.7687544, -73.8130578)",33 AVENUE                       ,MURRAY STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3559406,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/12/2016,13:11,QUEENS,11354,40.7698197,-73.8347776,"(40.7698197, -73.8347776)",,,30-07     STRATTON STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3559411,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/12/2016,14:11,QUEENS,11354,40.7639417,-73.8281463,"(40.7639417, -73.8281463)",NORTHERN BOULEVARD              ,UNION STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3559449,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/12/2016,15:11,QUEENS,11354,40.7602699,-73.8304841,"(40.7602699, -73.8304841)",MAIN STREET                     ,39 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Following Too Closely,,,,3559441,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/12/2016,22:11,QUEENS,11354,40.7637152,-73.8290638,"(40.7637152, -73.8290638)",,,137-61    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,Unspecified,,,3559444,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
11/12/2016,23:11,QUEENS,11354,40.7659495,-73.8098311,"(40.7659495, -73.8098311)",155 STREET                      ,35 AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,3559438,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/11/2016,10:11,QUEENS,11354,40.7631517,-73.8126006,"(40.7631517, -73.8126006)",MURRAY STREET                   ,41 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3558276,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/11/2016,17:11,QUEENS,11354,40.7652524,-73.814887,"(40.7652524, -73.814887)",,,150-05    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3558283,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/11/2016,21:11,QUEENS,11354,40.7603377,-73.8298738,"(40.7603377, -73.8298738)",,,136-17    39 AVENUE                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3559382,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/11/2016,8:11,QUEENS,11354,40.7559413,-73.8360429,"(40.7559413, -73.8360429)",,,131-07    40 ROAD                       ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3557850,,,,,
11/11/2016,9:11,QUEENS,11354,40.7664726,-73.8339411,"(40.7664726, -73.8339411)",,,134-01    33 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3558273,SPORT UTILITY / STATION WAGON,,,,
11/10/2016,0:11,QUEENS,11354,40.7595695,-73.8301393,"(40.7595695, -73.8301393)",ROOSEVELT AVENUE                ,MAIN STREET,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,3557807,SPORT UTILITY / STATION WAGON,BICYCLE,,,
11/10/2016,12:11,QUEENS,11354,40.766028,-73.8108164,"(40.766028, -73.8108164)",154 STREET                      ,35 AVENUE,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3557620,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/10/2016,16:11,QUEENS,11354,40.7627471,-73.8332862,"(40.7627471, -73.8332862)",NORTHERN BOULEVARD              ,PRINCE STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3557756,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/10/2016,7:11,QUEENS,11354,40.7629537,-73.8319573,"(40.7629537, -73.8319573)",MAIN STREET                     ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3557528,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/09/2016,12:11,QUEENS,11354,40.7627471,-73.8332862,"(40.7627471, -73.8332862)",NORTHERN BOULEVARD              ,PRINCE STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3556808,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/09/2016,14:11,QUEENS,11354,40.7643907,-73.8255388,"(40.7643907, -73.8255388)",,,141-40    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Cell Phone (hand-held),Unspecified,,,,3556815,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/09/2016,15:11,QUEENS,11354,40.7623352,-73.8331717,"(40.7623352, -73.8331717)",PRINCE STREET                   ,36 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3557295,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/09/2016,15:11,QUEENS,11354,40.7574508,-73.8340539,"(40.7574508, -73.8340539)",,,40-24     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3556821,PASSENGER VEHICLE,,,,
11/09/2016,17:11,QUEENS,11354,40.7604644,-73.8265417,"(40.7604644, -73.8265417)",UNION STREET                    ,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3557201,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/09/2016,18:11,QUEENS,11354,,,,NORTHERN BOULEVARD              ,150 STREET,,1,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3557219,PASSENGER VEHICLE,,,,
11/09/2016,8:11,QUEENS,11354,40.7766272,-73.8390537,"(40.7766272, -73.8390537)",130 STREET                      ,25 AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3556979,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
11/08/2016,8:11,QUEENS,11354,40.762845,-73.832712,"(40.762845, -73.832712)",,,135-11    NORTHERN BOULEVARD            ,1,0,1,0,0,0,0,0,Other Vehicular,,,,,3556388,VAN,,,,
11/08/2016,9:11,QUEENS,11354,40.772054,-73.8132687,"(40.772054, -73.8132687)",MURRAY STREET                   ,29 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3556393,PICK-UP TRUCK,,,,
11/07/2016,10:11,QUEENS,11354,40.7684613,-73.8408641,"(40.7684613, -73.8408641)",,,31-22     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3556127,PASSENGER VEHICLE,,,,
11/05/2016,14:11,QUEENS,11354,40.7613321,-73.8231246,"(40.7613321, -73.8231246)",,,143-30    ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3554288,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/05/2016,15:11,QUEENS,11354,40.7574508,-73.8340539,"(40.7574508, -73.8340539)",,,40-24     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3554271,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/05/2016,16:11,QUEENS,11354,40.7615472,-73.8311197,"(40.7615472, -73.8311197)",37 AVENUE                       ,MAIN STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3554267,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/05/2016,18:11,QUEENS,11354,40.7622267,-73.8340672,"(40.7622267, -73.8340672)",BUD PLACE                       ,36 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3554262,PASSENGER VEHICLE,,,,
11/04/2016,11:11,QUEENS,11354,40.7652665,-73.815165,"(40.7652665, -73.815165)",150 STREET                      ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3554052,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/04/2016,16:11,QUEENS,11354,40.7672697,-73.8290439,"(40.7672697, -73.8290439)",34 AVENUE                       ,LEAVITT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3554081,PASSENGER VEHICLE,,,,
11/04/2016,17:11,QUEENS,11354,40.7707157,-73.8337212,"(40.7707157, -73.8337212)",,,30-05     WHITESTONE EXPRESSWAY         ,0,0,0,0,0,0,0,0,,,,,,3554065,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/04/2016,8:11,QUEENS,11354,40.7723536,-73.8187196,"(40.7723536, -73.8187196)",148 STREET                      ,29 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3554039,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/03/2016,13:11,QUEENS,11354,40.7649898,-73.8206673,"(40.7649898, -73.8206673)",NORTHERN BOULEVARD              ,146 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3553131,SPORT UTILITY / STATION WAGON,,,,
11/03/2016,15:11,QUEENS,11354,40.7631347,-73.8122974,"(40.7631347, -73.8122974)",,,153-11    41 AVENUE                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3553548,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/03/2016,9:11,QUEENS,11354,40.7679997,-73.8308543,"(40.7679997, -73.8308543)",137 STREET                      ,32 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3553064,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/02/2016,10:11,QUEENS,11354,40.7637977,-73.8082308,"(40.7637977, -73.8082308)",NORTHERN BOULEVARD              ,157 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3552371,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/02/2016,10:11,QUEENS,11354,40.7650882,-73.8370347,"(40.7650882, -73.8370347)",COLLEGE POINT BOULEVARD         ,34 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,3552275,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
11/02/2016,11:11,QUEENS,11354,40.7639417,-73.8281463,"(40.7639417, -73.8281463)",NORTHERN BOULEVARD              ,UNION STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3552308,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/02/2016,12:11,QUEENS,11354,40.7756151,-73.8435549,"(40.7756151, -73.8435549)",25 ROAD                         ,125 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3552566,SPORT UTILITY / STATION WAGON,,,,
11/02/2016,13:11,QUEENS,11354,40.764651,-73.823484,"(40.764651, -73.823484)",NORTHERN BOULEVARD              ,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3552572,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/02/2016,16:11,QUEENS,11354,40.7633822,-73.8302956,"(40.7633822, -73.8302956)",NORTHERN BOULEVARD              ,LINDEN PLACE,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,3552571,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/02/2016,20:11,QUEENS,11354,40.7656888,-73.8291273,"(40.7656888, -73.8291273)",137 STREET                      ,LEAVITT STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3552576,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/02/2016,23:11,QUEENS,11354,40.7607121,-73.8306887,"(40.7607121, -73.8306887)",,,38-03     MAIN STREET                   ,0,0,0,0,0,0,0,0,,,,,,3556141,SPORT UTILITY / STATION WAGON,,,,
11/01/2016,14:11,QUEENS,11354,40.764651,-73.823484,"(40.764651, -73.823484)",NORTHERN BOULEVARD              ,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3552028,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/01/2016,17:11,QUEENS,11354,40.7611686,-73.8293663,"(40.7611686, -73.8293663)",138 STREET                      ,38 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,3552020,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/01/2016,17:11,QUEENS,11354,,,,MURRAY STREET                   ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3552022,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/01/2016,7:11,QUEENS,11354,40.764651,-73.823484,"(40.764651, -73.823484)",NORTHERN BOULEVARD              ,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Failure to Yield Right-of-Way,,,,3552093,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/01/2016,7:11,QUEENS,11354,40.7700086,-73.8112563,"(40.7700086, -73.8112563)",32 AVENUE                       ,153 STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3551602,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/01/2016,9:11,QUEENS,11354,40.772054,-73.8132687,"(40.772054, -73.8132687)",29 AVENUE                       ,MURRAY STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3551685,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/01/2016,9:11,QUEENS,11354,40.7633822,-73.8302956,"(40.7633822, -73.8302956)",NORTHERN BOULEVARD              ,LINDEN PLACE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3551619,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2016,0:10,QUEENS,11354,40.7663085,-73.8196963,"(40.7663085, -73.8196963)",35 AVENUE                       ,147 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3550640,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2016,12:10,QUEENS,11354,40.7614168,-73.8228825,"(40.7614168, -73.8228825)",,,143-51    ROOSEVELT AVENUE              ,1,0,1,0,0,0,0,0,Unspecified,,,,,3551089,PASSENGER VEHICLE,,,,
10/31/2016,12:10,QUEENS,11354,40.7595424,-73.8322546,"(40.7595424, -73.8322546)",,,39-07     PRINCE STREET                 ,1,0,0,0,0,0,1,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3551090,PASSENGER VEHICLE,,,,
10/31/2016,15:10,QUEENS,11354,40.7627471,-73.8332862,"(40.7627471, -73.8332862)",PRINCE STREET                   ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3551096,PASSENGER VEHICLE,TAXI,,,
10/31/2016,15:10,QUEENS,11354,40.7617573,-73.8302637,"(40.7617573, -73.8302637)",,,136-25    37 AVENUE                     ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3551095,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/2016,15:10,QUEENS,11354,40.7681682,-73.8242112,"(40.7681682, -73.8242112)",PARSONS BOULEVARD               ,33 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3551132,PASSENGER VEHICLE,,,,
10/30/2016,19:10,QUEENS,11354,40.7661594,-73.8209025,"(40.7661594, -73.8209025)",35 AVENUE                       ,146 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3550284,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
